# DSRRL Diffuse exact-resource pair corpus v1
# recovered source: recovered-source/1.45/v12/asset_integrated_v12.c
# recovered source SHA256: 879b3ec251c36969cf7eabcc5b63164da7c17b6577e74b013e47f7866b3236e2
# canonical pair count: 528
# represented safe FLVER rows: 3446
# unique diffuse target hashes: 524
spec_hash	diffuse_hash	logical_names	row_uses
7d2ed7cce732c74d	01fa980ab8aae51b	LG_F_9550_LG_M_9550_s + LG_F_9550_LG_M_9550	6
7d3d882da362be4f	0a62952c0cdc2c3d	AM_M_9440_s + AM_M_9440	4
7d98a0c74dd924ba	07e098b4b30a43c0	BD_A_9490_1_s + BD_A_9490_1	8
7dff35f09513767b	3b0f9895652850b1	BD_M_9740_2_s + BD_M_9740_2	2
7e42684605fc52d3	1c6d4f2c174880f9	AM_M_9260_s + AM_M_9260	4
7e7cda7bb7d54c61	673a14bdd77f3427	BD_M_9540_2_s + BD_M_9540_2	2
7f4d1ac4b248a873	5e9afe865f00dc59	BD_F_9420_2_s + BD_F_9420_2	8
7ff49f48309839a1	d5b2eb64418ce267	LG_M_9230_LG_F_9230_s + LG_M_9230_LG_F_9230	10
808fd7023a2ba50c	ae22cf4cf57f72b2	AM_A_9290_s + AM_A_9290	2
80d8f29d88507d02	cc09bdc736a20bb8	HD_M_9320_s + HD_M_9320	6
812cbd62e44e9da1	04efcec4cd60a667	LG_F_2570_LG_M_2570_s + LG_F_2570_LG_M_2570	9
819d0ad124ee1da4	fa45412c0413919a	AM_M_9610_s + AM_M_9610	2
81e48d47cf031963	01b3983ef34061c9	BD_M_9300_2_s + BD_M_9300_2	10
820d4623cee9c74c	362308d1b667c8f2	LG_F_9520_s + LG_F_9520	10
82428bd2776f329c	c0d0e79ad6704782	LG_M_9460_s + LG_M_9460	8
827a5dd542b455da	8583f5a2a2bd8e20	HD_A_5320_s + HD_A_5320	4
836347051632ef95	a093c7e5f18478d3	LG_F_9210_LG_M_9210_s + LG_F_9210_LG_M_9210	6
83b803a054d7b5b0	bceba40811c8654e	BD_M_2520_2_s + BD_M_2520_2	10
84311972c0f47ae9	cffbfbab98106bdf	BD_A_9290_2_s + BD_A_9290_2	2
84f20b7bbaddbde4	673a15bdd77f35da	BD_M_9540_1_s + BD_M_9540_1	16
860444489f3201ca	7f3ce5772840d750	AM_F_9460_s + AM_F_9460	4
866d96a31f9800f5	dcd0edef5f5e2c73	HD_F_9280_HD_M_9280_s + HD_F_9280_HD_M_9280	6
86d2b9afd36893bd	98451671227dda0b	LG_M_2570_s + LG_M_2570	10
876842cef0491032	5dc4319cde49e768	BD_M_2550_s + BD_M_2550	5
881b6746c5597a31	9b83b7ca76c4ad77	BD_A_9500_2_s + BD_A_9500_2	4
887e6a2034f14fba	135da02c120976c0	AM_M_9340_s + AM_M_9340	4
88d25c2218f9f4a9	25bec542f7d3cc9f	AM_A_9509_AM_A_9500_s + AM_A_9509_AM_A_9500	4
88f736d40ae79de6	d0707f4d08d49194	AM_A_9630_s + AM_A_9630	2
896236ef80a9d251	300118e112524c57	AM_M_9389_AM_M_9380_s + AM_M_9389_AM_M_9380	2
89f16daca438c0e3	b7c1389ad1313d49	LG_M_9300_s + LG_M_9300	6
8bbfe48e545ac0d6	3b1bc0ea5d89fe04	BD_F_9341_1_s + BD_F_9341_1	8
8c3552168ec7e049	c9ed8e9adbb9ce7f	LG_M_9500_s + LG_M_9500	8
8c5a1e1414c233f7	a5643337356dfef5	BD_M_9220_1_s + BD_M_9220_1	4
8cc27f23d58f1327	362309d1b667caa5	LG_F_9521_s + LG_F_9521	8
8d0c2f12d9e0acd4	e0e9d54d11eb8e4a	AM_A_9470_s + AM_A_9470	2
8d5e772b0e5127f1	9a78f43faeeda737	LG_F_9220_LG_M_9220_s + LG_F_9220_LG_M_9220	6
8dd965365e38f675	fd796866f3c7a5f3	BD_F_9400_BD_M_9400_1_s + BD_F_9400_BD_M_9400_1	4
8e1e591d0ac1b07b	1b17feca50f5fab1	BD_A_9310_1_s + BD_A_9310_1	8
8e40d4a72824d3d6	a44177e4b210d904	BD_A_9570_2_s + BD_A_9570_2	8
8ee54a72c798062c	cffbfcab98106d92	BD_A_9290_1_s + BD_A_9290_1	6
8f8ff3ca0eb3db98	984f88712286f046	LG_M_2520_s + LG_M_2520	10
8fc3c198bc4b2ab9	1ad91da62036966f	LG_F_9310_LG_M_9310_s + LG_F_9310_LG_M_9310	4
903f28d0c33ba755	f30bd64ba4716c93	BD_F_2560_BD_M_2560_1_s + BD_F_2560_BD_M_2560_1	6
90a68320396b2cf5	135da12c12097873	AM_M_9341_s + AM_M_9341	4
90c6ccea2393bb11	01aee82c07eb8417	AM_M_9510_s + AM_M_9510	2
918aa1e2ea461e8a	68c872d1d2b7a810	LG_F_9320_s + LG_F_9320	6
91ef9e347181f814	68ea0ed1d2d3e48a	LG_F_9380_s + LG_F_9380	6
9224c42df9460a4f	3d8643d1ba3a983d	LG_F_9460_s + LG_F_9460	6
92d09846cbfeb874	9b83b8ca76c4af2a	BD_A_9500_1_s + BD_A_9500_1	10
92eb913f623cc2c8	1b98fec377258436	HD_A_9630_s + HD_A_9630	2
934ec0fa9449a595	a16c5fbeda623ed3	LG_M_9509_LG_M_9500_s + LG_M_9509_LG_M_9500	8
937f9e7fa5199621	711e60a2571f6ae7	LG_F_9400_LG_M_9400_s + LG_F_9400_LG_M_9400	19
951b6eacf99b1bd4	cc1049c736a7654a	HD_M_9300_s + HD_M_9300	10
953a700157befb05	bd68967f6e0519c3	HD_A_1000_s + HD_A_1000	2
957fb427c098f9a1	dfb93e8aa05fa267	BD_F_9270_BD_M_9270_1_s + BD_F_9270_BD_M_9270_1	2
968a77c73126016c	cc1abac736b079d2	HD_M_9371_s + HD_M_9371	4
96eb03c75c0088f3	07e09bb4b30a48d9	BD_A_9490_2_s + BD_A_9490_2	6
9727d668c7886330	6ee71413ce32d6ce	AM_A_2570_s + AM_A_2570	2
973a7a4099028699	7aeac84a763d8b0f	LG_M_9521_LG_F_9521_s + LG_M_9521_LG_F_9521	8
97554b803782d30d	48495098059888db	AM_F_9280_AM_M_9280_s + AM_F_9280_AM_M_9280	2
975b98b27f27477a	df1bddc5a4372580	AM_F_9529_AM_F_9521_s + AM_F_9529_AM_F_9521	4
975defe1e9719966	c0d7739ad675a114	LG_M_9400_s + LG_M_9400	18
978d59d0c6fc0998	f30bd74ba4716e46	BD_F_2560_BD_M_2560_2_s + BD_F_2560_BD_M_2560_2	2
988e963664de34b8	fd796966f3c7a7a6	BD_F_9400_BD_M_9400_2_s + BD_F_9400_BD_M_9400_2	8
996a2d4441c0b35b	38e1647918e5c451	AM_M_2540_s + AM_M_2540	4
996c3049b486df1d	e3a4938a923837ab	BD_M_9280_1_s + BD_M_9280_1	6
9a7b63af95907b96	364ef4baf9acb8c4	HD_A_8200_s + HD_A_8200	2
9d3e4a05cba0020a	0a51f72c0cce5f90	AM_M_9410_s + AM_M_9410	2
9e3557325fb8b50e	d997984d0e272ecc	AM_A_9560_s + AM_A_9560	4
9e8f19d9bd3de750	513db3312cadc12e	BD_F_9480_s + BD_F_9480	6
9f2213238b6da7a4	d9912c4d0e220b9a	AM_A_9500_s + AM_A_9500	4
9f2eb26925dd0525	af0d8b9acc409523	LG_M_9250_s + LG_M_9250	10
9f4bf85e31fc9961	9845d0d29feab927	BD_F_9371_1_s + BD_F_9371_1	6
9f5ae527c6849424	dfb93f8aa05fa41a	BD_F_9270_BD_M_9270_2_s + BD_F_9270_BD_M_9270_2	2
9fd466758d319e69	d25a6f29f798635f	HD_M_9289_HD_M_9280_s + HD_M_9289_HD_M_9280	6
9fe14149b78f1a40	e3a4948a9238395e	BD_M_9280_2_s + BD_M_9280_2	6
a01c31fc24bea1d9	c0e1e59ad67eb74f	LG_M_9430_s + LG_M_9430	2
a0cf933b0aed3272	1368312c1212c1a8	AM_M_9371_s + AM_M_9371	4
a1046967b86c0901	e66554841c252387	BD_M_9720_2_s + BD_M_9720_2	8
a13eb0c737c99a47	cc1abbc736b07b85	HD_M_9370_s + HD_M_9370	4
a173d6c0bf8dac82	a0b6f0c71e172f38	HD_M_9430_s + HD_M_9430	4
a1ff577f04bbd9d1	68f12290e72887d7	LG_F_9540_LG_M_9540_s + LG_F_9540_LG_M_9540	4
a2b1f01e51e81531	6bc75e00d244d077	LG_F_9440_LG_M_9440_s + LG_F_9440_LG_M_9440	6
a3de2737bd5707dd	5e4fae58eb8db06b	BD_M_body_M_L_s + BD_M_body_M_L	1
a512678e62825b6f	3b1bc3ea5d8a031d	BD_F_9341_2_s + BD_F_9341_2	6
a53dd88b5de3439d	1e1c0ee70776882b	HD_F_9260_HD_M_9260_s + HD_F_9260_HD_M_9260	8
a5c1295e35050ae4	9845d1d29feabada	BD_F_9371_2_s + BD_F_9371_2	8
a744cc3b0df5b18d	1368322c1212c35b	AM_M_9370_s + AM_M_9370	4
a77ffdf25d021b7c	68cefed1d2bd01a2	LG_F_9300_s + LG_F_9300	6
a79357a7364c6e6f	a4417ae4b210de1d	BD_A_9570_1_s + BD_A_9570_1	6
a92c9a67bce60f04	e66555841c25253a	BD_M_9720_1_s + BD_M_9720_1	6
a9daaf350d42f7a5	9f9464d2a3abc3a3	BD_F_9372_2_s + BD_F_9372_2	2
aaabce6ae51b3f3c	cbf539c736908262	HD_M_9380_s + HD_M_9380	4
aab31958cdb47005	24a930333bfa86c3	HD_M_9230_HD_F_9230_s + HD_M_9230_HD_F_9230	4
ab0c3d763e2dbe39	3cae991857d67def	HD_F_9610_HD_M_9610_s + HD_F_9610_HD_M_9610	4
ab322bd6546d34e8	b7d2369ad13fad16	LG_M_9370_s + LG_M_9370	2
aeb095a18567b061	0be9f79f25cef827	HD_F_9400_HD_M_9400_s + HD_F_9400_HD_M_9400	2
aedd13872d25cffb	00b515c367a88e31	HD_A_9550_s + HD_A_9550	2
b04fe035104b6928	9f9465d2a3abc556	BD_F_9372_1_s + BD_F_9372_1	2
b0b2a217ba5f0da7	2ef85f672a75c125	HD_A_2780_s + HD_A_2780	8
b10255d470c619dd	aafceb0117c8726b	BD_F_5320_BD_M_5320_1_s + BD_F_5320_BD_M_5320_1	6
b102c3f8793a9601	d29e02376425e887	LG_F_9490_LG_M_9490_s + LG_F_9490_LG_M_9490	8
b1321d373ba667c1	d2fbf24f41ffe247	AM_M_5370_s + AM_M_5370	2
b209306e811bf2d5	250bbc0e68504c13	BD_A_9250_2_s + BD_A_9250_2	6
b28044d6582d6e63	b7d2379ad13faec9	LG_M_9371_s + LG_M_9371	2
b3278e15a0727b96	4033b500bbbeb8c4	BD_M_9410_1_s + BD_M_9410_1	4
b37688ecf31f1f39	c6f75a3d3031f6ef	BD_F_9620_2_s + BD_F_9620_2	6
b570600e6207d149	859b7fa2a2d1577f	HD_A_5350_s + HD_A_5350	4
b5841bff8d04d31f	859513a2a2cc344d	HD_A_5370_s + HD_A_5370	4
b5b652d030d84b54	a0bd7cc71e1c88ca	HD_M_9410_s + HD_M_9410	4
b603562f15e52bc5	396e69fc26095983	BD_A_2570_2_s + BD_A_2570_2	6
b65b14d6a9cdb411	cc2147c736b5d517	HD_M_9350_s + HD_M_9350	12
b73e2e38d914a8f1	66d4336657ee4037	HD_F_9360_s + HD_F_9360	2
b79b55a16872d86e	00bf87c367b1a46c	HD_A_9500_s + HD_A_9500	2
b81850a02a5417bf	d50b74c73bd4e62d	HD_M_9280_s + HD_M_9280	6
b8b087965e7b2195	6f05f27f35135ad3	AM_M_9480_AM_F_9480_s + AM_M_9480_AM_F_9480	4
b957616e84dc5518	250bbd0e68504dc6	BD_A_9250_1_s + BD_A_9250_1	6
b9b3ae3584e4f1fd	eb92e77308960c4b	LG_F_9270_LG_M_9270_s + LG_F_9270_LG_M_9270	2
b9c378bb7bbf97c9	45d059ea642e39ff	BD_F_9340_1_s + BD_F_9340_1	8
ba3cd7976c384f2a	983b0471227566f0	LG_M_2540_s + LG_M_2540	6
bac660e426d3aa41	345d79c6f7b1e0c7	BD_M_9230_BD_F_9230_1_s + BD_M_9230_BD_F_9230_1	4
badd66d476b17e00	aafcec0117c8741e	BD_F_5320_BD_M_5320_2_s + BD_F_5320_BD_M_5320_2	4
bb2e81b0ec951c35	a95babb7c7f857b3	LG_F_9610_LG_M_9610_s + LG_F_9610_LG_M_9610	6
bba5a80bd1c50529	076811c4e36ce91f	BD_F_9220_BD_M_9220_1_s + BD_F_9220_BD_M_9220_1	4
bbbb04ec8b186531	810ec6def8cca077	LG_F_9470_LG_M_9470_s + LG_F_9470_LG_M_9470	6
bc1dbef2866341e9	ac00cacd0380dadf	AM_M_9710_AM_F_9710_s + AM_M_9710_AM_F_9710	2
bcc253fe4b22d325	d8635319798fb323	BD_F_9720_BD_M_9720_1_s + BD_F_9720_BD_M_9720_1	6
bd22735ac9ad35e5	419bdda3abded5e3	LG_M_8200_s + LG_M_8200	10
bdd5b94d3976baa1	d9a22a4d0e307b67	AM_A_9550_s + AM_A_9550	4
be2ab9ecf9c2aa7c	c6f75b3d3031f8a2	BD_F_9620_1_s + BD_F_9620_1	8
be2b872f1a5f31c8	396e6afc26095b36	BD_A_2570_1_s + BD_A_2570_1	4
bfbcf746c2aad724	ae3e5f4cf5972f1a	AM_A_9210_s + AM_A_9210	6
c06a770e702f0355	430a40ff28f16893	BD_M_9480_BD_F_9480_s + BD_M_9480_BD_F_9480	8
c07bc69cee80994d	421425857266671b	LG_M_9309_LG_M_9300_s + LG_M_9309_LG_M_9300	6
c07fefc4b542825d	1ef9e6b184cb26eb	BD_F_9540_BD_M_9540_1_s + BD_F_9540_BD_M_9540_1	16
c0da7a89296b6eba	25945015dcad7dc0	BD_M_9260_2_s + BD_M_9260_2	6
c1d994ea6f06c9c7	a0c7eec71e259f05	HD_M_9460_s + HD_M_9460	4
c210b26b2a87949d	aac48db0d4bb712b	LG_F_9250_LG_M_9250_s + LG_F_9250_LG_M_9250	10
c2b1377b982142b5	f7afd8c362729a33	HD_A_9220_s + HD_A_9220	2
c2c3f36cc31c918b	f7a96cc3626d7701	HD_A_9200_s + HD_A_9200	2
c2ee91e42b4db044	345d7ac6f7b1e27a	BD_M_9230_BD_F_9230_2_s + BD_M_9230_BD_F_9230_2	6
c2f4d90bd5871a6c	076812c4e36cead2	BD_F_9220_BD_M_9220_2_s + BD_F_9220_BD_M_9220_2	4
c3161f1793254f9d	003edc3c61d5b42b	LG_F_5370_LG_M_5370_s + LG_F_5370_LG_M_5370	10
c33784fe4e2b44a8	d8635419798fb4d6	BD_F_9720_BD_M_9720_2_s + BD_F_9720_BD_M_9720_2	8
c382b5d16606f34d	c7fa0f99b16f311b	LG_F_9630_LG_M_9630_s + LG_F_9630_LG_M_9630	6
c478a9bb8264d60c	45d05aea642e3bb2	BD_F_9340_2_s + BD_F_9340_2	6
c551e682e2adb20d	bbea5af4263f4fdb	BD_A_9550_1_s + BD_A_9550_1	10
c55aa41c0a533db9	68dffcd1d2cb716f	LG_F_9350_s + LG_F_9350	4
c5deb6408d5329c9	3ecec2e6ba797bff	BD_M_2560_1_s + BD_M_2560_1	6
c65ef50820eeecac	de2067c354177012	HD_A_9120_s + HD_A_9120	2
c6df7aefb6b0538e	996b3fc71a58294c	HD_M_9540_s + HD_M_9540	2
c740e0b704782244	886aaa772d99047a	AM_F_9530_s + AM_F_9530	2
c7e14d358e5a23ec	7732786660ee5852	HD_F_9521_s + HD_F_9521	2
c845d920f02e092b	a52eb04cf05824e1	AM_A_9310_s + AM_A_9310	4
c8d32e181be3ffdf	fa230eceec3d100d	HD_M_0001_M_s + HD_M_0001_M	2
c9550a3d12f9e3aa	1c69c92c17456770	AM_M_9270_s + AM_M_9270	2
c9909e059f19c24b	3f5039673370b7c1	HD_A_2920_s + HD_A_2920	6
c9a488ff4a159e6a	5d526d681648a630	BD_M_6200_1_s + BD_M_6200_1	2
ca5b00c4bb2de680	1ef9e7b184cb289e	BD_F_9540_BD_M_9540_2_s + BD_F_9540_BD_M_9540_2	2
cac90dc9824307d3	c0cd619ad66d2df9	LG_M_9450_s + LG_M_9450	6
cc7a1115ae9a162f	4033b800bbbebddd	BD_M_9410_2_s + BD_M_9410_2	3
ccddae5e4f967929	c07d3e3c05753d1f	BD_M_9309_BD_M_9300_1_s + BD_M_9309_BD_M_9300_1	6
ccec595ecaa7fae8	56d8585f80330316	BD_M_9440_1_L_s + BD_M_9440_1_L	6
cd9a63066391b63a	db115b85c7bdf940	BD_A_9390_2_s + BD_A_9390_2	6
cdae2e0824b10f87	de2068c3541771c5	HD_A_9121_s + HD_A_9121	2
cead962ff268783a	b27d32c72848eb40	HD_M_9610_s + HD_M_9610	4
cec259deda6a4a85	47c246be5e5b5d43	AM_M_9289_AM_M_9280_s + AM_M_9289_AM_M_9280	2
d006f782e952b9f0	bbea5bf4263f518e	BD_A_9550_2_s + BD_A_9550_2	6
d093e74093f8680c	3ecec3e6ba797db2	BD_M_2560_2_s + BD_M_2560_2	2
d0e899603e4495b1	bc1e9bedae01dcf7	BD_A_9210_2_s + BD_A_9210_2	4
d10e4c3eebad2139	0a69812c0ce228ef	AM_M_9460_s + AM_M_9460	4
d12474868ed4cacd	63ca100764ecbc9b	BD_M_9520_BD_F_9520_1_s + BD_M_9520_BD_F_9520_1	12
d295863594fdbcc7	7732796660ee5a05	HD_F_9520_s + HD_F_9520	2
d42cdf5e53588e6c	c07d3f3c05753ed2	BD_M_9309_BD_M_9300_2_s + BD_M_9309_BD_M_9300_2	10
d4d00899bb8d0755	4fb2f9d1c4c3cc93	LG_F_9620_s + LG_F_9620	4
d5050fa3b13804ba	b7bdb29ad12e23c0	LG_M_9310_s + LG_M_9310	4
d511b35130519e49	6dee124fc91b5c7f	BD_F_9260_BD_M_9260_1_s + BD_F_9260_BD_M_9260_1	8
d54cfa1f5aa9894d	d96acb900cd5d71b	HD_F_9341_HD_M_9341_s + HD_F_9341_HD_M_9341	12
d5b8fca96fb86841	12d477ce8ff66ec7	AM_F_9540_AM_M_9540_s + AM_F_9540_AM_M_9540	2
d5f20ec9d7a3afc4	d51c72c73be355fa	HD_M_9270_s + HD_M_9270	2
d645a2434061e33b	1d0915672020f271	HD_A_2560_s + HD_A_2560	2
d6af3367040bbb21	bab181e9c9f207e7	LG_F_9430_LG_M_9430_s + LG_F_9430_LG_M_9430	2
d6f5f8f9e10ae391	a0ce7ac71e2af897	HD_M_9440_s + HD_M_9440	6
d72972f3acd86e59	babb38ff9be42fcf	LG_M_9480_LG_F_9480_s + LG_M_9480_LG_F_9480	20
d75b8ffec6c23c96	c9e39c9adbb191c4	LG_M_9530_s + LG_M_9530	6
d87285869294f6b0	63ca110764ecbe4e	BD_M_9520_BD_F_9520_2_s + BD_M_9520_BD_F_9520_2	6
d888282c085c3924	6fcf5e665d1bc11a	HD_F_9460_s + HD_F_9460	12
d9002e095b3166e9	13a99dde34cf77df	BD_F_9520_1_s + BD_F_9520_1	12
da2cdd893792d2f3	25945315dcad82d9	BD_M_9260_1_s + BD_M_9260_1	4
da96d7fa061ad4f5	e4ac6851fb18e073	LG_M_9620_LG_F_9620_s + LG_M_9620_LG_F_9620	4
db9dca6044e9d3f4	bc1e9cedae01deaa	BD_A_9210_1_s + BD_A_9210_1	4
dbf6bd85d2f944d1	09631719200afad7	BD_M_9420_1_s + BD_M_9420_1	6
dcfd38dedaf63bd3	a513a04cf04141f9	AM_A_9390_s + AM_A_9390	6
de709d7070b3ea21	ae4f5d4cf5a59ee7	AM_A_9240_s + AM_A_9240	4
ded269d28c7ec925	dabfd391db70b923	LG_F_9290_LG_M_9290_s + LG_F_9290_LG_M_9290	6
df1f3402252b67da	f5209409aec05020	BD_M_9400_2_s + BD_M_9400_2	8
df30d021a6a31882	5c3e0236087abb38	BD_M_9372_2_s + BD_M_9372_2	2
dfac66c17096b421	9a8a4a23afa558e7	LG_F_1000_LG_M_1000_s + LG_F_1000_LG_M_1000	6
dfc6e45136f6dc8c	6dee134fc91b5e32	BD_F_9260_BD_M_9260_2_s + BD_F_9260_BD_M_9260_2	8
dfef24dedb4108d2	9a7bf077380ab2c8	AM_F_9370_s + AM_F_9370	2
e1110a0635df6b2b	66bfaf6657dcb6e1	HD_F_9300_s + HD_F_9300	12
e15d4df912ca71ca	9a8661773813c750	AM_F_9341_s + AM_F_9341	4
e1dc50364415dbf7	ce955114048166f5	AM_A_2870_s + AM_A_2870	2
e2031122f770a2b4	4d68967a15ae126a	LG_M_5370_s + LG_M_5370	12
e21cebff57835ee3	5d5270681648ab49	BD_M_6200_2_s + BD_M_6200_2	2
e27191d8f670dd3d	c0d3ed9ad672878b	LG_M_9470_s + LG_M_9470	6
e32203b06fa9daf6	25cdc06725200a64	HD_A_2660_s + HD_A_2660	4
e3b45f0961d4f22c	13a99ede34cf7992	BD_F_9520_2_s + BD_F_9520_2	4
e47daf3b4ebfc0d2	38ddde7918e2aac8	AM_M_2550_s + AM_M_2550	4
e52ebf73cc670751	cf2e9999ae897957	HD_A_4160_s + HD_A_4160	4
e5c1b101c702605c	127f5dc371de3d42	HD_A_9700_s + HD_A_9700	6
e6aaee85d99cd014	09631819200afc8a	BD_M_9420_2_s + BD_M_9420_2	6
e6ecc60671b91a73	db115e85c7bdfe59	BD_A_9390_1_s + BD_A_9390_1	6
e79840d56f4c603b	5dc7379cde4c2771	BD_M_2540_s + BD_M_2540	4
e7c7f0515bac2932	af03999acc385868	LG_M_9260_s + LG_M_9260	8
e8175ddedfbb1c6d	9a7bf177380ab47b	AM_F_9371_s + AM_F_9371	2
e86dca57d4a36db7	da67649ae4d1a4b5	LG_M_9700_s + LG_M_9700	4
e8808ce2d21db065	4b6f7ea36f194c63	BD_A_9730_1_s + BD_A_9730_1	2
e986d52d66d9a589	954d342d0b1293bf	BD_M_9360_2_s + BD_M_9360_2	4
e9c956f1fbfd8dd2	ee9996d91900afc8	BD_F_9360_2_s + BD_F_9360_2	6
ea04bb7f9cf6ce7d	f2fb3b2f5bc514cb	AM_F_9440_AM_M_9440_s + AM_F_9440_AM_M_9440	4
eb2ecbf331bc2518	c0de5f9ad67b9dc6	LG_M_9420_s + LG_M_9420	4
eb6c87339b4319ed	b071cd90214bf5fb	HD_A_9509_HD_A_9500_s + HD_A_9509_HD_A_9500	2
ebe211a986a3eac5	553c3a4eb9010083	BD_F_9440_BD_M_9440_1_s + BD_F_9440_BD_M_9440_1	14
ec1266f9196f8745	9a8662773813c903	AM_F_9340_s + AM_F_9340	4
ec5b4c207355f8de	66ca216657e5cd1c	HD_F_9350_s + HD_F_9350	10
ecf28467c55b7f91	32bfcfcc4a063497	BD_M_5320_2_s + BD_M_5320_2	2
ee0769db4dd94876	c564f10f5dab3be4	BD_M_9270_1_s + BD_M_9270_1	2
ef745e2fdaf48d52	66d0ab6657eb2348	HD_F_9372_s + HD_F_9372	4
f0c56fdf37cdffe5	dfd1a25f97ec8fe3	AM_M_9620_AM_F_9620_s + AM_M_9620_AM_F_9620	8
f25846321af4b16c	1364ac2c120fa9d2	AM_M_9360_s + AM_M_9360	2
f25cbde2d80afde8	4b6f7fa36f194e16	BD_A_9730_2_s + BD_A_9730_2	4
f29e5d86cf418551	e65ad75b3b8dc757	BD_F_9740_BD_M_9740_1_s + BD_F_9740_BD_M_9740_1	4
f32e33370c3b38df	1b9598c37722a10d	HD_A_9600_s + HD_A_9600	4
f3cb71be8a3c668d	b7c8449ad137705b	LG_M_9320_s + LG_M_9320	4
f40a42a98b1df0c8	553c3b4eb9010236	BD_F_9440_BD_M_9440_2_s + BD_F_9440_BD_M_9440_2	10
f4296760af0e1d8a	7fdc146665d68f10	HD_F_9620_s + HD_F_9620	20
f441b567c91d94d4	32bfd0cc4a06364a	BD_M_5320_1_s + BD_M_5320_1	6
f4c212c504d548ad	086daa148a0a03bb	LG_F_5320_LG_M_5320_s + LG_F_5320_LG_M_5320	2
f5c869c420a79dd3	66a49f6657c5d3f9	HD_F_9380_s + HD_F_9380	4
f757dc6f468bc0d1	6eea1a13ce3516d7	AM_A_2560_s + AM_A_2560	2
f7a95321b4110f5b	5c3e0536087ac051	BD_M_9372_1_s + BD_M_9372_1	2
f7c0365a52381581	7dade5b2b832dc07	HD_F_9430_HD_M_9430_s + HD_F_9430_HD_M_9430	4
f8427380c35d1791	74c55ad5df860c97	BD_F_9530_2_s + BD_F_9530_2	6
f8707f133c9925f9	30d8ef7eae2c1caf	BD_M_9389_BD_M_9380_1_s + BD_M_9389_BD_M_9380_1	8
f87197023352cc13	f5209709aec05539	BD_M_9400_1_s + BD_M_9400_1	4
f9a25ec600255ce1	db8157e7541550a7	BD_A_9470_2_s + BD_A_9470_2	8
fcb02e6745ede3c1	da6df09ae4d6fe47	LG_M_9720_s + LG_M_9720	8
fce46c60cdb06bc4	af0a259acc3db1fa	LG_M_9240_s + LG_M_9240	8
fd528e86d5e51094	e65ad85b3b8dc90a	BD_F_9740_BD_M_9740_2_s + BD_F_9740_BD_M_9740_2	2
fd6d280c4aa168b3	0a54fd2c0cd09f99	AM_M_9400_s + AM_M_9400	10
fdf6fab5d130d2ae	8d02b76fec2e11ac	HD_A_3322_s + HD_A_3322	2
fea95f5e1499ef69	7c9fea1866014c5f	HD_M_9620_HD_F_9620_s + HD_M_9620_HD_F_9620	20
ff91a480c71f2cd4	74c55bd5df860e4a	BD_F_9530_1_s + BD_F_9530_1	12
ffa0bd9c057005dd	83ef99eede2c7e6b	BD_F_9230_1_s + BD_F_9230_1	2
ffbfb013405b3b3c	30d8f07eae2c1e62	BD_M_9389_BD_M_9380_2_s + BD_M_9389_BD_M_9380_2	10
ffc52a7253366a7a	be4ff522130c9080	BD_M_9450_1_s + BD_M_9450_1	6
