# DSRRL SpecRGB exact logical-name corpus v1
# recovered source: recovered-source/1.45/v12/asset_integrated_v12.c
# recovered source SHA256: 879b3ec251c36969cf7eabcc5b63164da7c17b6577e74b013e47f7866b3236e2
# recovered symbol: k_spec_names
# exact logical-name count: 769
spec_hash	logical_name
b948163b185b294b	am_m_9372_s
b957616e84dc5518	bd_a_9250_1_s
b9b3ae3584e4f1fd	lg_f_9270_lg_m_9270_s
b9c378bb7bbf97c9	bd_f_9340_1_s
ba22929ea2ca27ff	wp_a_0200_s
ba36348b870e4f42	wp_a_0508_s
ba3cd7976c384f2a	lg_m_2540_s
bac660e426d3aa41	bd_m_9230_bd_f_9230_1_s
badd66d476b17e00	bd_f_5320_bd_m_5320_2_s
bb2e81b0ec951c35	lg_f_9610_lg_m_9610_s
bba5a80bd1c50529	bd_f_9220_bd_m_9220_1_s
bbbb04ec8b186531	lg_f_9470_lg_m_9470_s
bc1dbef2866341e9	am_m_9710_am_f_9710_s
bc65c5fc9275e081	bd_f_9430_bd_m_9430_1_s
bcc253fe4b22d325	bd_f_9720_bd_m_9720_1_s
bd22735ac9ad35e5	lg_m_8200_s
bdd5b94d3976baa1	am_a_9550_s
be2ab9ecf9c2aa7c	bd_f_9620_1_s
be2b872f1a5f31c8	bd_a_2570_1_s
be59998f3eef3306	wp_a_0265_s
bfbcf746c2aad724	am_a_9210_s
c06a770e702f0355	bd_m_9480_bd_f_9480_s
c07bc69cee80994d	lg_m_9309_lg_m_9300_s
c07fefc4b542825d	bd_f_9540_bd_m_9540_1_s
c0da7a89296b6eba	bd_m_9260_2_s
c1d994ea6f06c9c7	hd_m_9460_s
c210b26b2a87949d	lg_f_9250_lg_m_9250_s
c25850411f1b228b	hr_f_0006_s
c2b1377b982142b5	hd_a_9220_s
c2c3f36cc31c918b	hd_a_9200_s
c2ee91e42b4db044	bd_m_9230_bd_f_9230_2_s
c2f4d90bd5871a6c	bd_f_9220_bd_m_9220_2_s
c3161f1793254f9d	lg_f_5370_lg_m_5370_s
c320947265ea8e22	wp_a_0904_s
c33784fe4e2b44a8	bd_f_9720_bd_m_9720_2_s
c37fd6e27c61e703	wp_a_0284_s
c382b5d16606f34d	lg_f_9630_lg_m_9630_s
c478a9bb8264d60c	bd_f_9340_2_s
c48df6fc96efe684	bd_f_9430_bd_m_9430_2_s
c4eb6d8b8db39b1d	wp_a_0509_s
c551e682e2adb20d	bd_a_9550_1_s
c55aa41c0a533db9	lg_f_9350_s
c5deb6408d5329c9	bd_m_2560_1_s
c65ef50820eeecac	hd_a_9120_s
c6d42e2c3c85b037	wp_a_1399_s
c6df7aefb6b0538e	hd_m_9540_s
c740e0b704782244	am_f_9530_s
c7e14d358e5a23ec	hd_f_9521_s
c845d920f02e092b	am_a_9310_s
c8d32e181be3ffdf	hd_m_0001_m_s
c90dd28f4592cbe1	wp_a_0264_s
c916b4715f9e5422	wp_a_0301_estoc_s
c9550a3d12f9e3aa	am_m_9270_s
c9909e059f19c24b	hd_a_2920_s
c9a488ff4a159e6a	bd_m_6200_1_s
ca0f0c747dbe4d62	wp_a_0258_s
ca5b00c4bb2de680	bd_f_9540_bd_m_9540_2_s
ca6ecd7269aafdfd	wp_a_0905_s
cac90dc9824307d3	lg_m_9450_s
cc7a1115ae9a162f	bd_m_9410_2_s
ccddae5e4f967929	bd_m_9309_bd_m_9300_1_s
ccec595ecaa7fae8	bd_m_9440_1_l_s
cd9a63066391b63a	bd_a_9390_2_s
cdae2e0824b10f87	hd_a_9121_s
cdea64cd724dc911	wp_m_1533_s
ce9f14862b23a3d8	wp_a_0274_s
cead962ff268783a	hd_m_9610_s
cec259deda6a4a85	am_m_9289_am_m_9280_s
cf83038f489b3d64	wp_a_0267_s
cf8aa6d2ddfdbeed	hd_a_3460_s
d006f782e952b9f0	bd_a_9550_2_s
d03d88a6eeb8a04a	wp_a_1550_s
d05c776330357c6d	am_f_9430_am_m_9430_s
d093e74093f8680c	bd_m_2560_2_s
d0e899603e4495b1	bd_a_9210_2_s
d10e4c3eebad2139	am_m_9460_s
d12474868ed4cacd	bd_m_9520_bd_f_9520_1_s
d21fe7a887f0cc53	wp_a_0602_cadel_s
d295863594fdbcc7	hd_f_9520_s
d297de726e2680a0	wp_a_0906_s
d36f5dc1d6471e04	wp_a_0731_s
d42cdf5e53588e6c	bd_m_9309_bd_m_9300_2_s
d494f21feaa2d4cb	hd_m_9379_hd_m_9372_s
d4a928e2860dc899	wp_a_0282_s
d4c445748463993d	wp_a_0259_s
d4d00899bb8d0755	lg_f_9620_s
d5050fa3b13804ba	lg_m_9310_s
d511b35130519e49	bd_f_9260_bd_m_9260_1_s
d54cfa1f5aa9894d	hd_f_9341_hd_m_9341_s
d5b8fca96fb86841	am_f_9540_am_m_9540_s
d5f20ec9d7a3afc4	hd_m_9270_s
d645a2434061e33b	hd_a_2560_s
d6af3367040bbb21	lg_f_9430_lg_m_9430_s
d6b5ef9bf8f2f7e1	wp_a_1700_s
d6f5f8f9e10ae391	hd_m_9440_s
d72972f3acd86e59	lg_m_9480_lg_f_9480_s
d75b8ffec6c23c96	lg_m_9530_s
d7dad119d96e7ec6	wp_a_0658_s
d87285869294f6b0	bd_m_9520_bd_f_9520_2_s
d888282c085c3924	hd_f_9460_s
d8989b1618d0365d	hr_m_0001_s
d9002e095b3166e9	bd_f_9520_1_s
da2cdd893792d2f3	bd_m_9260_1_s
da381c8f4f4052df	wp_a_0266_s
da96d7fa061ad4f5	lg_m_9620_lg_f_9620_s
dabd76c1da07577f	wp_a_0730_s
dac57602aacba9a4	wp_a_1361_s
db9dca6044e9d3f4	bd_a_9210_1_s
dbaad3412d42bd24	hr_f_0003_s
dbf6bd85d2f944d1	bd_m_9420_1_s
dbf859e289cfdddc	wp_a_0281_s
dc1c5ecdf1116019	am_f_9740_am_m_9740_s
dc1dd5dff91bfeea	wp_a_1525_s
dcfd38dedaf63bd3	am_a_9390_s
dd4c177274ca197b	wp_a_0907_s
de166686335fa3ee	wp_a_0272_s
de709d7070b3ea21	am_a_9240_s
ded269d28c7ec925	lg_f_9290_lg_m_9290_s
df1f3402252b67da	bd_m_9400_2_s
df2a0a19dd30a1a1	wp_a_0659_s
df30d021a6a31882	bd_m_9372_2_s
dfac66c17096b421	lg_f_1000_lg_m_1000_s
dfc6e45136f6dc8c	bd_f_9260_bd_m_9260_2_s
dfef24dedb4108d2	am_f_9370_s
e1110a0635df6b2b	hd_f_9300_s
e15d4df912ca71ca	am_f_9341_s
e1dc50364415dbf7	am_a_2870_s
e2031122f770a2b4	lg_m_5370_s
e2148f02ae8d961f	wp_a_1360_s
e21cebff57835ee3	bd_m_6200_2_s
e27191d8f670dd3d	lg_m_9470_s
e2f9ec413104a99f	hr_f_0002_s
e32203b06fa9daf6	hd_a_2660_s
e36beedffcdc3865	wp_a_1524_s
e3b45f0961d4f22c	bd_f_9520_2_s
e42092e28e49f177	wp_a_0280_s
e47daf3b4ebfc0d2	am_m_2550_s
e52ebf73cc670751	hd_a_4160_s
e5c1b101c702605c	hd_a_9700_s
e6aaee85d99cd014	bd_m_9420_2_s
e6ecc60671b91a73	bd_a_9390_1_s
e79840d56f4c603b	bd_m_2540_s
e7c7f0515bac2932	lg_m_9260_s
e7f17f86394b15a9	wp_a_0273_s
e8175ddedfbb1c6d	am_f_9371_s
e86dca57d4a36db7	lg_m_9700_s
e8808ce2d21db065	bd_a_9730_1_s
e986d52d66d9a589	bd_m_9360_2_s
e9a7d86ede52dc8b	wp_a_1100_wingedspear_s
e9c2e516227dbd5b	hr_m_0003_s
e9c532be429d6f7e	hd_m_9360_s
e9c956f1fbfd8dd2	bd_f_9360_2_s
ea04bb7f9cf6ce7d	am_f_9440_am_m_9440_s
ea12bbfdcacf915b	wp_a_0652_l_s
ea3872f97a66a57c	hr_f_0008_tail_s
eb2ecbf331bc2518	lg_m_9420_s
eb6c87339b4319ed	hd_a_9509_hd_a_9500_s
ebe211a986a3eac5	bd_f_9440_bd_m_9440_1_s
ec1266f9196f8745	am_f_9340_s
ec5b4c207355f8de	hd_f_9350_s
ecf28467c55b7f91	bd_m_5320_2_s
ed481fe002c985e8	wp_a_1527_s
ee0769db4dd94876	bd_m_9270_1_s
ee7669727e77ae11	wp_a_0901_s
ef40b0863d0d2aec	wp_a_0270_s
ef745e2fdaf48d52	hd_f_9372_s
f0c56fdf37cdffe5	am_m_9620_am_f_9620_s
f0d5062d6a9a07cc	bd_m_9360_1_s
f25846321af4b16c	am_m_9360_s
f25cbde2d80afde8	bd_a_9730_2_s
f29e5d86cf418551	bd_f_9740_bd_m_9740_1_s
f2cc6edee6602450	am_f_9372_s
f32e33370c3b38df	hd_a_9600_s
f3cb71be8a3c668d	lg_m_9320_s
f40a42a98b1df0c8	bd_f_9440_bd_m_9440_2_s
f4296760af0e1d8a	hd_f_9620_s
f441b567c91d94d4	bd_m_5320_1_s
f457584431167600	hr_m_0012_tail_s
f477fe162922d2d6	hr_m_0004_s
f49638e00689bf63	wp_a_1526_s
f4c212c504d548ad	lg_f_5320_lg_m_5320_s
f5c59a728239c354	wp_a_0902_s
f5c869c420a79dd3	hd_f_9380_s
f68cf2ed0ee0df44	hd_m_9740_s
f757dc6f468bc0d1	am_a_2560_s
f7a95321b4110f5b	bd_m_9372_1_s
f7c0365a52381581	hd_f_9430_hd_m_9430_s
f8427380c35d1791	bd_f_9530_2_s
f8682214d1df6313	wp_a_0801_scythe_s
f8707f133c9925f9	bd_m_9389_bd_m_9380_1_s
f87197023352cc13	bd_m_9400_1_s
f9a25ec600255ce1	bd_a_9470_2_s
f9f4e98643b0c3c7	wp_a_0271_s
fca037162d9ce671	hr_m_0005_s
fcb02e6745ede3c1	lg_m_9720_s
fcbe71e00b03d2fe	wp_a_1521_s
fce46c60cdb06bc4	lg_m_9240_s
fd528e86d5e51094	bd_f_9740_bd_m_9740_2_s
fd6d280c4aa168b3	am_m_9400_s
fdedb37286b3a08f	wp_a_0903_s
fdf6fab5d130d2ae	hd_a_3322_s
fea95f5e1499ef69	hd_m_9620_hd_f_9620_s
ff91a480c71f2cd4	bd_f_9530_1_s
ffa0bd9c057005dd	bd_f_9230_1_s
ffbcb13fecfb12d8	wp_a_0600_club_s
ffbfb013405b3b3c	bd_m_9389_bd_m_9380_2_s
ffc52a7253366a7a	bd_m_9450_1_s
